ID;Épic;User Story;Critères d'Acceptation;Priorité;Estimation (Points);Sprint;Statut;Assigné à;Notes
;;;;;;;;;;
=== ÉPIC: AUTHENTIFICATION & GESTION DES COMPTES ===;;;;;;;;;
US-001;Authentification;En tant qu'utilisateur, je veux pouvoir me connecter avec mon email et mot de passe afin d'accéder à mon espace personnel;1. Formulaire avec email et mot de passe | 2. Validation des champs obligatoires | 3. Message d'erreur clair si identifiants incorrects | 4. Redirection vers dashboard approprié après connexion;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-002;Authentification;En tant qu'utilisateur, je veux pouvoir me déconnecter afin de sécuriser mon compte;1. Bouton de déconnexion visible dans le menu | 2. Confirmation de déconnexion | 3. Redirection vers page de connexion | 4. Token invalidé côté serveur;Haute;2;;;☐ À faire ☐ En cours ☐ Terminé;;
US-003;Inscription;En tant que visiteur, je veux pouvoir créer un compte utilisateur afin d'accéder aux services de réservation;1. Formulaire avec nom, email, mot de passe | 2. Confirmation du mot de passe | 3. Validation format email | 4. Compte actif immédiatement après inscription;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-004;Inscription;En tant que gestionnaire potentiel, je veux pouvoir demander un compte manager avec les informations de mon entreprise afin de gérer des ressources;1. Option de sélection type de compte (User/Manager) | 2. Formulaire étendu pour Manager avec infos entreprise | 3. Compte créé en statut "pending" | 4. Message de confirmation indiquant la validation à venir;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-005;Inscription;En tant qu'utilisateur, je veux recevoir un message d'erreur clair si mon email est déjà utilisé afin de comprendre pourquoi l'inscription échoue;1. Vérification email en temps réel ou à la soumission | 2. Message explicite "Cet email est déjà utilisé";Moyenne;2;;;☐ À faire ☐ En cours ☐ Terminé;;
US-006;Mot de passe;En tant qu'utilisateur, je veux pouvoir réinitialiser mon mot de passe si je l'ai oublié afin de récupérer l'accès à mon compte;1. Lien "Mot de passe oublié" sur page login | 2. Envoi email avec lien de réinitialisation | 3. Formulaire de nouveau mot de passe | 4. Confirmation du changement;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: GESTION DES RESSOURCES ===;;;;;;;;;
US-010;Ressources;En tant qu'utilisateur, je veux voir la liste des ressources disponibles afin de choisir celle que je veux réserver;1. Liste avec nom, type, capacité, statut | 2. Indicateur de disponibilité | 3. Image ou icône de la ressource | 4. Chargement rapide;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-011;Ressources;En tant qu'utilisateur, je veux pouvoir filtrer les ressources par type afin de trouver rapidement ce que je cherche;1. Filtre par type (salle, bureau, équipement) | 2. Mise à jour instantanée de la liste | 3. Indicateur du filtre actif;Moyenne;2;;;☐ À faire ☐ En cours ☐ Terminé;;
US-012;Ressources;En tant qu'utilisateur, je veux pouvoir rechercher une ressource par son nom afin de la trouver directement;1. Barre de recherche visible | 2. Recherche en temps réel | 3. Affichage "Aucun résultat" si rien trouvé;Moyenne;2;;;☐ À faire ☐ En cours ☐ Terminé;;
US-013;Ressources;En tant que manager, je veux pouvoir ajouter une nouvelle ressource afin d'enrichir mon offre;1. Formulaire de création avec tous les champs | 2. Validation des champs obligatoires | 3. Upload d'image optionnel | 4. Ressource visible immédiatement après création;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-014;Ressources;En tant que manager, je veux pouvoir modifier une ressource existante afin de mettre à jour ses informations;1. Bouton modifier sur chaque ressource | 2. Formulaire pré-rempli | 3. Sauvegarde des modifications | 4. Confirmation du succès;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-015;Ressources;En tant que manager, je veux pouvoir supprimer une ressource afin de retirer celles qui ne sont plus disponibles;1. Bouton supprimer avec confirmation | 2. Vérification des réservations actives | 3. Avertissement si réservations à annuler | 4. Suppression effective;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-016;Ressources;En tant qu'utilisateur, je veux voir les détails d'une ressource afin de m'assurer qu'elle correspond à mes besoins;1. Page ou modal de détails | 2. Description complète, équipements, photos | 3. Horaires d'ouverture | 4. Bouton de réservation rapide;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: RÉSERVATIONS ===;;;;;;;;;
US-020;Réservations;En tant qu'utilisateur, je veux pouvoir réserver une ressource pour une date et heure spécifiques afin de l'utiliser;1. Sélection de la date et créneaux horaires | 2. Vérification de la disponibilité en temps réel | 3. Confirmation de la réservation | 4. Notification de succès;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-021;Réservations;En tant qu'utilisateur, je veux voir mes réservations passées et à venir afin de gérer mon planning;1. Liste chronologique des réservations | 2. Distinction passé/futur | 3. Statut de chaque réservation (confirmé, en attente, annulé) | 4. Accès aux détails;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-022;Réservations;En tant qu'utilisateur, je veux pouvoir annuler une réservation afin de libérer le créneau si je ne peux plus venir;1. Bouton annuler sur réservations futures | 2. Confirmation avant annulation | 3. Créneau libéré automatiquement | 4. Notification de confirmation;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-023;Réservations;En tant qu'utilisateur, je veux être notifié si le créneau que je veux est déjà pris afin de choisir un autre horaire;1. Vérification instantanée à la sélection | 2. Message clair "Créneau non disponible" | 3. Suggestion de créneaux alternatifs;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-024;Réservations;En tant que manager, je veux pouvoir approuver ou rejeter les demandes de réservation afin de contrôler l'accès aux ressources;1. Liste des demandes en attente | 2. Boutons Approuver/Rejeter | 3. Champ optionnel pour raison de rejet | 4. Notification à l'utilisateur;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-025;Réservations;En tant qu'utilisateur, je veux pouvoir modifier ma réservation afin de changer la date ou l'heure;1. Bouton modifier sur réservations futures | 2. Formulaire avec nouvelles dates | 3. Vérification de disponibilité | 4. Ancien créneau libéré;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-026;Réservations;En tant qu'utilisateur, je veux recevoir une confirmation par email après ma réservation afin d'avoir un rappel;1. Email automatique après confirmation | 2. Détails de la réservation inclus | 3. Lien pour voir/modifier la réservation;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: CALENDRIER ===;;;;;;;;;
US-030;Calendrier;En tant qu'utilisateur, je veux voir mes réservations sur un calendrier afin d'avoir une vue d'ensemble de mon planning;1. Vue calendrier mensuel/semaine/jour | 2. Réservations affichées comme événements | 3. Code couleur par statut | 4. Navigation fluide;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-031;Calendrier;En tant qu'utilisateur, je veux pouvoir naviguer entre les mois afin de voir mes futures réservations;1. Flèches précédent/suivant | 2. Bouton "Aujourd'hui" | 3. Sélecteur de date | 4. Transition fluide;Moyenne;2;;;☐ À faire ☐ En cours ☐ Terminé;;
US-032;Calendrier;En tant qu'utilisateur, je veux pouvoir filtrer le calendrier par ressource afin de voir les disponibilités d'une ressource spécifique;1. Sélecteur de ressource | 2. Mise à jour du calendrier | 3. Affichage créneaux libres/occupés;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-033;Calendrier;En tant qu'utilisateur, je veux pouvoir cliquer sur un créneau vide pour créer une réservation afin de gagner du temps;1. Clic sur créneau vide ouvre formulaire | 2. Date/heure pré-remplies | 3. Création rapide;Basse;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-034;Calendrier;En tant qu'utilisateur, je veux pouvoir cliquer sur une réservation pour voir ses détails afin d'avoir plus d'informations;1. Clic sur événement ouvre popup/modal | 2. Détails complets affichés | 3. Options modifier/annuler disponibles;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: PLAN INTERACTIF ===;;;;;;;;;
US-040;Plan Interactif;En tant qu'utilisateur, je veux voir un plan visuel de l'espace avec les ressources afin de mieux me repérer;1. Plan SVG ou image interactive | 2. Ressources positionnées visuellement | 3. Zoom et déplacement possibles;Moyenne;8;;;☐ À faire ☐ En cours ☐ Terminé;;
US-041;Plan Interactif;En tant qu'utilisateur, je veux voir les ressources colorées selon leur disponibilité afin de savoir lesquelles sont libres;1. Vert = disponible | 2. Rouge = occupé | 3. Gris = maintenance | 4. Légende visible;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-042;Plan Interactif;En tant qu'utilisateur, je veux pouvoir cliquer sur une ressource du plan pour voir ses détails afin de la réserver;1. Clic ouvre drawer/modal | 2. Informations de la ressource | 3. Bouton "Réserver" | 4. Disponibilité temps réel;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-043;Plan Interactif;En tant qu'utilisateur, je veux pouvoir zoomer sur le plan afin de mieux voir les détails;1. Boutons +/- de zoom | 2. Zoom molette souris | 3. Double-clic pour zoom | 4. Bouton réinitialiser;Basse;3;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: MESSAGERIE ===;;;;;;;;;
US-050;Messages;En tant qu'utilisateur, je veux pouvoir recevoir et lire des messages afin de rester informé;1. Liste des messages reçus | 2. Indicateur messages non lus | 3. Lecture et marquage comme lu | 4. Date et expéditeur visibles;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-051;Messages;En tant qu'utilisateur, je veux pouvoir envoyer un message à un autre utilisateur afin de communiquer;1. Formulaire nouveau message | 2. Sélection destinataire | 3. Sujet et corps du message | 4. Confirmation d'envoi;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-052;Messages;En tant qu'utilisateur, je veux pouvoir répondre à un message reçu afin de maintenir la conversation;1. Bouton répondre | 2. Historique de la conversation | 3. Envoi de la réponse;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-053;Messages;En tant que manager, je veux pouvoir envoyer un message à tous mes utilisateurs afin de les informer collectivement;1. Page de broadcast | 2. Sélection des canaux (app, email, SMS) | 3. Rédaction du message | 4. Confirmation avant envoi | 5. Rapport d'envoi;Haute;8;;;☐ À faire ☐ En cours ☐ Terminé;;
US-054;Messages;En tant qu'utilisateur, je veux recevoir des notifications par email ou SMS afin d'être alerté même hors de l'application;1. Préférences de notification paramétrables | 2. Emails envoyés selon préférences | 3. SMS envoyés si numéro fourni;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: ADMINISTRATION ===;;;;;;;;;
US-060;Admin;En tant qu'administrateur, je veux voir un tableau de bord avec les statistiques globales afin de superviser la plateforme;1. Nombre total utilisateurs, managers, réservations | 2. Graphiques d'activité | 3. Alertes système | 4. Performances API;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-061;Admin;En tant qu'administrateur, je veux voir les demandes de comptes manager en attente afin de les valider;1. Liste des demandes avec détails entreprise | 2. Tri par date de demande | 3. Accès aux informations complètes;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-062;Admin;En tant qu'administrateur, je veux pouvoir approuver une demande de compte manager afin d'activer le compte;1. Bouton Approuver | 2. Confirmation de l'action | 3. Compte activé | 4. Email de bienvenue envoyé au manager;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-063;Admin;En tant qu'administrateur, je veux pouvoir rejeter une demande de compte manager avec une raison afin d'expliquer le refus;1. Bouton Rejeter | 2. Champ raison du refus | 3. Email envoyé avec explication | 4. Demande archivée;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-064;Admin;En tant qu'administrateur, je veux pouvoir gérer tous les utilisateurs afin de maintenir la plateforme;1. Liste complète des utilisateurs | 2. Filtres par rôle et statut | 3. Actions: modifier, désactiver, supprimer | 4. Historique des modifications;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-065;Admin;En tant qu'administrateur, je veux pouvoir désactiver un compte utilisateur afin de bloquer un accès problématique;1. Bouton désactiver | 2. Confirmation | 3. Utilisateur ne peut plus se connecter | 4. Réversible;Haute;2;;;☐ À faire ☐ En cours ☐ Terminé;;
US-066;Admin;En tant qu'administrateur, je veux pouvoir gérer les groupes et permissions afin de contrôler les accès;1. CRUD groupes | 2. Attribution permissions aux groupes | 3. Affectation utilisateurs aux groupes;Moyenne;8;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: ESPACE MANAGER ===;;;;;;;;;
US-070;Manager;En tant que manager, je veux voir un tableau de bord de mon organisation afin de suivre l'activité;1. Statistiques de mes ressources | 2. Réservations du jour/semaine | 3. Taux d'occupation | 4. Utilisateurs actifs;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-071;Manager;En tant que manager, je veux gérer les ressources de mon organisation afin de les administrer;1. Liste de mes ressources | 2. CRUD complet | 3. Gestion des horaires | 4. Définition des règles de réservation;Haute;8;;;☐ À faire ☐ En cours ☐ Terminé;;
US-072;Manager;En tant que manager, je veux voir et gérer les réservations de mes ressources afin de les contrôler;1. Liste des réservations | 2. Filtres par ressource, date, statut | 3. Approbation/rejet | 4. Annulation si nécessaire;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-073;Manager;En tant que manager, je veux voir la liste des utilisateurs de mon organisation afin de les gérer;1. Liste des utilisateurs affiliés | 2. Statistiques d'utilisation | 3. Historique des réservations;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-074;Manager;En tant que manager, je veux générer des rapports d'utilisation afin d'analyser l'activité;1. Sélection de période | 2. Statistiques détaillées | 3. Export PDF/Excel | 4. Graphiques visuels;Moyenne;8;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: PROFIL UTILISATEUR ===;;;;;;;;;
US-080;Profil;En tant qu'utilisateur, je veux pouvoir modifier mes informations personnelles afin de les maintenir à jour;1. Page profil avec mes infos | 2. Formulaire de modification | 3. Sauvegarde des changements | 4. Confirmation;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-081;Profil;En tant qu'utilisateur, je veux pouvoir changer mon mot de passe afin de sécuriser mon compte;1. Saisie ancien mot de passe | 2. Nouveau mot de passe + confirmation | 3. Validation des règles de sécurité | 4. Confirmation du changement;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-082;Profil;En tant qu'utilisateur, je veux pouvoir configurer mes préférences de notification afin de contrôler les alertes reçues;1. Choix email ON/OFF | 2. Choix SMS ON/OFF | 3. Types de notifications à recevoir | 4. Sauvegarde des préférences;Basse;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-083;Profil;En tant qu'utilisateur, je veux voir mon historique d'activité afin de suivre mes actions passées;1. Liste chronologique des actions | 2. Réservations, connexions, modifications | 3. Filtres par type d'action;Basse;5;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: INTERFACE UTILISATEUR ===;;;;;;;;;
US-090;UI/UX;En tant qu'utilisateur, je veux pouvoir basculer entre le mode sombre et clair afin d'adapter l'affichage à mes préférences;1. Toggle visible dans le header | 2. Transition fluide | 3. Préférence sauvegardée | 4. Tous les composants adaptés;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-091;UI/UX;En tant qu'utilisateur, je veux que l'application soit responsive afin de l'utiliser sur mobile;1. Layout adaptatif | 2. Menu mobile | 3. Formulaires utilisables sur petit écran | 4. Touch-friendly;Moyenne;8;;;☐ À faire ☐ En cours ☐ Terminé;;
US-092;UI/UX;En tant qu'utilisateur, je veux avoir une navigation claire afin de me repérer facilement;1. Menu principal visible | 2. Breadcrumbs sur les pages | 3. Retour facile | 4. Cohérence entre les pages;Haute;3;;;☐ À faire ☐ En cours ☐ Terminé;;
US-093;UI/UX;En tant qu'utilisateur, je veux voir des messages de chargement afin de savoir que l'application travaille;1. Spinners pendant les chargements | 2. Skeleton screens | 3. Messages d'erreur clairs;Moyenne;3;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: PAGES PUBLIQUES ===;;;;;;;;;
US-100;Pages Publiques;En tant que visiteur, je veux voir une page d'accueil attrayante afin de comprendre l'offre;1. Hero section | 2. Features principales | 3. Témoignages | 4. Appel à l'action vers inscription;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-101;Pages Publiques;En tant que visiteur, je veux voir les tarifs afin de connaître les prix des services;1. 4 plans tarifaires en CAD | 2. Toggle mensuel/annuel | 3. Features par plan | 4. Boutons d'inscription;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-102;Pages Publiques;En tant que visiteur, je veux voir les actualités afin de suivre les nouveautés;1. Liste d'articles | 2. Catégories | 3. Recherche | 4. Inscription newsletter;Basse;5;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: CHATBOT ===;;;;;;;;;
US-110;Chatbot;En tant qu'utilisateur, je veux pouvoir interagir avec un chatbot afin d'obtenir de l'aide rapidement;1. Bouton flottant accessible | 2. Fenêtre de chat | 3. Réponses automatiques | 4. Actions rapides;Moyenne;8;;;☐ À faire ☐ En cours ☐ Terminé;;
US-111;Chatbot;En tant qu'utilisateur, je veux que le chatbot puisse répondre aux questions fréquentes afin de gagner du temps;1. Base de réponses prédéfinies | 2. Reconnaissance de mots-clés | 3. Réponses pertinentes | 4. Liens vers pages appropriées;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-112;Chatbot;En tant qu'utilisateur, je veux pouvoir effectuer des actions depuis le chatbot afin de ne pas quitter la conversation;1. Boutons d'actions rapides | 2. Lancer une réservation | 3. Voir mes réservations | 4. Navigation vers pages;Basse;5;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
=== ÉPIC: SÉCURITÉ & PERFORMANCE ===;;;;;;;;;
US-120;Sécurité;En tant qu'utilisateur, je veux que mes données soient sécurisées afin de protéger ma vie privée;1. Mots de passe hashés | 2. Connexions HTTPS | 3. Tokens JWT sécurisés | 4. Protection CSRF;Haute;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-121;Sécurité;En tant qu'utilisateur, je veux être protégé contre les attaques par force brute afin de sécuriser mon compte;1. Limite de tentatives de connexion | 2. Captcha après X échecs | 3. Verrouillage temporaire | 4. Notification par email;Moyenne;5;;;☐ À faire ☐ En cours ☐ Terminé;;
US-122;Performance;En tant qu'utilisateur, je veux que l'application soit rapide afin d'avoir une bonne expérience;1. Temps de chargement < 3s | 2. Pagination des listes | 3. Cache des données | 4. Optimisation des requêtes;Haute;8;;;☐ À faire ☐ En cours ☐ Terminé;;
US-123;Performance;En tant qu'utilisateur, je veux que l'application fonctionne même avec une connexion lente afin de rester productif;1. Lazy loading des images | 2. Données mises en cache | 3. Mode offline basique;Basse;8;;;☐ À faire ☐ En cours ☐ Terminé;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;RÉSUMÉ DU BACKLOG;;;;;;;;;;;
;Total User Stories;55;;;;;;;;;;
;Priorité Haute;;;;;;;;;;;;
;Priorité Moyenne;;;;;;;;;;;;
;Priorité Basse;;;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;VÉLOCITÉ & PLANIFICATION;;;;;;;;;;;
;Vélocité estimée par sprint:;Points;;;;;;;;;;;
;Nombre de sprints estimé:;;;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;APPROBATION;;;;;;;;;;;
;Product Owner:;;;;;;;;;;;;
;Date:;;;;;;;;;;;;
;Signature:;;;;;;;;;;;;

